id_pedido,id_cliente,fechapedido,fechaentrega,cancelado
80,16,04/01/20,06/01/20,FALSE
81,39,04/01/20,06/01/20,FALSE
82,8,04/01/20,06/01/20,FALSE
83,35,04/01/20,06/01/20,TRUE
84,36,04/01/20,06/01/20,FALSE
85,33,04/01/20,06/01/20,FALSE
86,27,04/01/20,06/01/20,FALSE
87,10,04/01/20,06/01/20,FALSE
88,21,04/01/20,06/01/20,FALSE
89,4,04/01/20,06/01/20,FALSE
90,21,04/01/20,06/01/20,FALSE
91,11,04/01/20,06/01/20,FALSE
92,19,04/01/20,06/01/20,FALSE
93,20,05/01/20,06/01/20,FALSE
94,37,05/01/20,06/01/20,FALSE
95,62,05/01/20,06/01/20,FALSE
96,89,05/01/20,06/01/20,FALSE
97,30,05/01/20,06/01/20,FALSE
98,20,05/01/20,06/01/20,FALSE
99,80,05/01/20,06/01/20,FALSE
100,22,05/01/20,06/01/20,FALSE
101,28,05/01/20,06/01/20,FALSE
102,99,05/01/20,06/01/20,FALSE
103,7,05/01/20,06/01/20,FALSE
104,19,05/01/20,06/01/20,FALSE
105,20,05/01/20,06/01/20,FALSE
106,6,05/01/20,06/01/20,FALSE
107,15,05/01/20,06/01/20,FALSE
108,21,05/01/20,06/01/20,FALSE
109,10,05/01/20,07/01/20,FALSE
110,3,05/01/20,07/01/20,FALSE
111,35,05/01/20,07/01/20,FALSE
112,36,05/01/20,07/01/20,FALSE
113,33,05/01/20,07/01/20,FALSE
114,29,05/01/20,07/01/20,FALSE
115,37,05/01/20,07/01/20,FALSE
116,27,05/01/20,07/01/20,FALSE
117,25,05/01/20,07/01/20,FALSE
118,61,05/01/20,07/01/20,FALSE
119,25,05/01/20,07/01/20,FALSE
120,15,05/01/20,07/01/20,FALSE
121,15,05/01/20,07/01/20,FALSE
122,37,05/01/20,07/01/20,FALSE
123,32,05/01/20,07/01/20,FALSE
124,10,05/01/20,07/01/20,FALSE
125,89,05/01/20,07/01/20,FALSE
126,28,05/01/20,07/01/20,FALSE
127,30,05/01/20,07/01/20,FALSE
128,90,06/01/20,07/01/20,FALSE
129,37,06/01/20,07/01/20,FALSE
130,16,06/01/20,07/01/20,FALSE
131,60,06/01/20,07/01/20,FALSE
132,9,06/01/20,07/01/20,FALSE
133,3,06/01/20,07/01/20,FALSE
134,25,06/01/20,07/01/20,FALSE
135,94,06/01/20,07/01/20,FALSE
136,6,06/01/20,07/01/20,FALSE
137,3,06/01/20,07/01/20,FALSE
138,28,06/01/20,07/01/20,FALSE
139,26,06/01/20,07/01/20,FALSE
140,7,06/01/20,07/01/20,FALSE
141,21,06/01/20,07/01/20,FALSE
142,22,06/01/20,08/01/20,FALSE
143,4,06/01/20,08/01/20,FALSE
144,75,06/01/20,08/01/20,TRUE
145,62,06/01/20,08/01/20,FALSE
146,5,06/01/20,08/01/20,FALSE
147,37,06/01/20,08/01/20,FALSE
148,22,06/01/20,08/01/20,FALSE
149,32,06/01/20,08/01/20,FALSE
150,32,06/01/20,08/01/20,FALSE
151,11,06/01/20,08/01/20,FALSE
152,27,06/01/20,08/01/20,FALSE
153,69,06/01/20,08/01/20,FALSE
154,6,06/01/20,08/01/20,FALSE
155,89,06/01/20,08/01/20,FALSE
156,14,06/01/20,08/01/20,FALSE
157,25,06/01/20,08/01/20,FALSE
158,34,06/01/20,08/01/20,FALSE
159,23,07/01/20,08/01/20,FALSE
160,31,07/01/20,08/01/20,FALSE
161,15,07/01/20,08/01/20,FALSE
162,34,07/01/20,08/01/20,FALSE
163,4,07/01/20,08/01/20,FALSE
164,21,07/01/20,08/01/20,FALSE
165,26,07/01/20,08/01/20,FALSE
166,30,07/01/20,08/01/20,FALSE
167,17,07/01/20,08/01/20,FALSE
168,8,07/01/20,08/01/20,FALSE
169,5,07/01/20,08/01/20,TRUE
170,97,07/01/20,08/01/20,FALSE
171,12,07/01/20,08/01/20,FALSE
172,15,07/01/20,09/01/20,FALSE
173,5,07/01/20,09/01/20,FALSE
174,100,07/01/20,09/01/20,FALSE
175,16,07/01/20,09/01/20,FALSE
176,10,07/01/20,09/01/20,FALSE
177,19,07/01/20,09/01/20,FALSE
178,72,07/01/20,09/01/20,FALSE
179,36,07/01/20,09/01/20,FALSE
180,7,07/01/20,09/01/20,FALSE
181,37,07/01/20,09/01/20,FALSE
182,11,08/01/20,09/01/20,TRUE
183,100,08/01/20,09/01/20,FALSE
184,25,08/01/20,09/01/20,FALSE
185,9,08/01/20,09/01/20,FALSE
186,28,08/01/20,09/01/20,FALSE
187,26,08/01/20,09/01/20,FALSE
188,31,08/01/20,09/01/20,FALSE
189,14,08/01/20,09/01/20,FALSE
190,19,08/01/20,09/01/20,FALSE
191,60,08/01/20,09/01/20,FALSE
192,30,08/01/20,09/01/20,FALSE
193,25,08/01/20,09/01/20,FALSE
194,60,08/01/20,09/01/20,FALSE
195,8,08/01/20,09/01/20,FALSE
196,10,08/01/20,09/01/20,FALSE
197,31,08/01/20,09/01/20,FALSE
198,62,08/01/20,09/01/20,FALSE
199,17,08/01/20,09/01/20,FALSE
200,9,08/01/20,09/01/20,FALSE
201,5,08/01/20,09/01/20,FALSE
202,24,08/01/20,10/01/20,FALSE
203,15,08/01/20,10/01/20,FALSE
204,5,08/01/20,10/01/20,FALSE
205,36,08/01/20,10/01/20,FALSE
206,33,08/01/20,10/01/20,FALSE
207,60,08/01/20,10/01/20,FALSE
208,2,08/01/20,10/01/20,FALSE
209,16,08/01/20,10/01/20,FALSE
210,63,08/01/20,10/01/20,FALSE
211,20,08/01/20,10/01/20,FALSE
212,30,08/01/20,10/01/20,FALSE
213,90,08/01/20,10/01/20,FALSE
214,36,08/01/20,10/01/20,FALSE
215,28,09/01/20,10/01/20,FALSE
216,5,09/01/20,10/01/20,FALSE
217,31,09/01/20,10/01/20,FALSE
218,20,09/01/20,10/01/20,FALSE
219,6,09/01/20,10/01/20,FALSE
220,23,09/01/20,10/01/20,FALSE
221,11,09/01/20,11/01/20,FALSE
222,30,09/01/20,11/01/20,FALSE
223,11,09/01/20,11/01/20,FALSE
224,35,09/01/20,11/01/20,FALSE
225,16,09/01/20,11/01/20,FALSE
226,39,09/01/20,11/01/20,FALSE
227,17,09/01/20,11/01/20,FALSE
228,15,09/01/20,11/01/20,FALSE
229,31,09/01/20,11/01/20,FALSE
230,3,09/01/20,11/01/20,FALSE
231,4,10/01/20,11/01/20,TRUE
232,26,10/01/20,11/01/20,FALSE
233,23,10/01/20,11/01/20,FALSE
234,4,10/01/20,11/01/20,FALSE
235,27,10/01/20,11/01/20,FALSE
236,9,10/01/20,11/01/20,FALSE
237,5,10/01/20,11/01/20,FALSE
238,75,10/01/20,11/01/20,FALSE
239,39,10/01/20,11/01/20,FALSE
240,25,10/01/20,11/01/20,FALSE
241,11,10/01/20,11/01/20,FALSE
242,25,10/01/20,11/01/20,FALSE
243,32,10/01/20,11/01/20,FALSE
244,26,10/01/20,11/01/20,FALSE
245,24,10/01/20,11/01/20,TRUE
246,4,10/01/20,11/01/20,FALSE
247,13,10/01/20,13/01/20,FALSE
248,32,10/01/20,13/01/20,FALSE
249,1,10/01/20,13/01/20,FALSE
250,15,10/01/20,13/01/20,FALSE
251,7,10/01/20,13/01/20,FALSE
252,99,10/01/20,13/01/20,FALSE
253,19,10/01/20,13/01/20,FALSE
254,19,10/01/20,13/01/20,FALSE
255,14,10/01/20,13/01/20,FALSE
256,26,10/01/20,13/01/20,FALSE
257,30,10/01/20,13/01/20,FALSE
258,11,10/01/20,13/01/20,FALSE
259,14,10/01/20,13/01/20,FALSE
260,9,11/01/20,13/01/20,FALSE
261,75,11/01/20,13/01/20,FALSE
262,100,11/01/20,13/01/20,FALSE
263,10,11/01/20,13/01/20,FALSE
264,14,11/01/20,13/01/20,FALSE
265,5,11/01/20,13/01/20,FALSE
266,80,11/01/20,13/01/20,FALSE
267,94,11/01/20,13/01/20,FALSE
268,17,11/01/20,13/01/20,FALSE
269,11,11/01/20,13/01/20,FALSE
270,46,11/01/20,13/01/20,FALSE
271,20,11/01/20,13/01/20,FALSE
272,13,11/01/20,13/01/20,FALSE
273,36,11/01/20,13/01/20,FALSE
274,11,11/01/20,13/01/20,FALSE
275,37,11/01/20,13/01/20,FALSE
276,5,11/01/20,13/01/20,FALSE
277,89,11/01/20,13/01/20,FALSE
278,30,11/01/20,13/01/20,FALSE
279,18,11/01/20,13/01/20,FALSE
280,25,11/01/20,13/01/20,FALSE
281,69,12/01/20,13/01/20,FALSE
282,9,12/01/20,13/01/20,FALSE
283,24,12/01/20,13/01/20,FALSE
284,30,12/01/20,13/01/20,FALSE
285,19,12/01/20,13/01/20,FALSE
286,8,12/01/20,13/01/20,FALSE
287,26,12/01/20,13/01/20,FALSE
288,24,12/01/20,13/01/20,FALSE
289,14,12/01/20,13/01/20,FALSE
290,24,12/01/20,13/01/20,FALSE
291,61,12/01/20,14/01/20,FALSE
292,90,12/01/20,14/01/20,FALSE
293,29,12/01/20,14/01/20,FALSE
294,34,12/01/20,14/01/20,FALSE
295,35,12/01/20,14/01/20,FALSE
296,36,12/01/20,14/01/20,FALSE
297,80,12/01/20,14/01/20,TRUE
298,87,12/01/20,14/01/20,FALSE
299,34,13/01/20,14/01/20,FALSE
300,23,13/01/20,14/01/20,FALSE
301,29,13/01/20,14/01/20,FALSE
302,23,13/01/20,14/01/20,FALSE
303,25,13/01/20,14/01/20,FALSE
304,8,13/01/20,14/01/20,FALSE
305,6,13/01/20,14/01/20,FALSE
306,16,13/01/20,14/01/20,FALSE
307,46,13/01/20,14/01/20,FALSE
308,37,13/01/20,14/01/20,FALSE
309,23,13/01/20,14/01/20,FALSE
310,20,13/01/20,14/01/20,FALSE
311,39,13/01/20,14/01/20,TRUE
312,15,13/01/20,14/01/20,FALSE
313,72,13/01/20,15/01/20,FALSE
314,25,13/01/20,15/01/20,FALSE
315,33,13/01/20,15/01/20,FALSE
316,23,13/01/20,15/01/20,FALSE
317,26,13/01/20,15/01/20,FALSE
318,19,13/01/20,15/01/20,FALSE
319,94,13/01/20,15/01/20,FALSE
320,72,13/01/20,15/01/20,FALSE
321,15,13/01/20,15/01/20,FALSE
322,27,13/01/20,15/01/20,FALSE
323,20,13/01/20,15/01/20,FALSE
324,25,13/01/20,15/01/20,FALSE
325,74,13/01/20,15/01/20,FALSE
326,26,13/01/20,15/01/20,FALSE
327,62,13/01/20,15/01/20,FALSE
328,75,13/01/20,15/01/20,FALSE
329,83,13/01/20,15/01/20,FALSE
330,27,13/01/20,15/01/20,FALSE
331,8,14/01/20,15/01/20,FALSE
332,17,14/01/20,15/01/20,FALSE
333,1,14/01/20,15/01/20,FALSE
334,6,14/01/20,15/01/20,FALSE
335,20,14/01/20,15/01/20,FALSE
336,28,14/01/20,15/01/20,FALSE
337,61,14/01/20,15/01/20,FALSE
338,15,14/01/20,15/01/20,FALSE
339,4,14/01/20,15/01/20,FALSE
340,23,14/01/20,15/01/20,FALSE
341,15,14/01/20,15/01/20,FALSE
342,20,14/01/20,15/01/20,FALSE
343,99,14/01/20,15/01/20,FALSE
344,97,14/01/20,15/01/20,FALSE
345,15,14/01/20,16/01/20,FALSE
346,34,14/01/20,16/01/20,FALSE
347,36,14/01/20,16/01/20,FALSE
348,80,14/01/20,16/01/20,FALSE
349,19,14/01/20,16/01/20,FALSE
350,18,14/01/20,16/01/20,FALSE
351,14,14/01/20,16/01/20,FALSE
352,10,14/01/20,16/01/20,FALSE
353,27,14/01/20,16/01/20,FALSE
354,5,14/01/20,16/01/20,FALSE
355,34,14/01/20,16/01/20,FALSE
356,23,14/01/20,16/01/20,FALSE
357,24,14/01/20,16/01/20,FALSE
358,62,14/01/20,16/01/20,FALSE
359,20,15/01/20,16/01/20,FALSE
360,94,15/01/20,16/01/20,TRUE
361,36,15/01/20,16/01/20,FALSE
362,23,15/01/20,16/01/20,TRUE
363,24,15/01/20,16/01/20,FALSE
364,9,15/01/20,16/01/20,FALSE
365,24,15/01/20,16/01/20,FALSE
366,27,15/01/20,16/01/20,FALSE
367,33,15/01/20,16/01/20,FALSE
368,89,15/01/20,16/01/20,FALSE
369,35,15/01/20,16/01/20,FALSE
370,62,15/01/20,17/01/20,FALSE
371,13,15/01/20,17/01/20,FALSE
372,6,15/01/20,17/01/20,FALSE
373,69,15/01/20,17/01/20,FALSE
374,62,15/01/20,17/01/20,FALSE
375,34,15/01/20,17/01/20,FALSE
376,7,15/01/20,17/01/20,FALSE
377,18,15/01/20,17/01/20,FALSE
378,100,15/01/20,17/01/20,FALSE
379,27,15/01/20,17/01/20,FALSE
380,31,15/01/20,17/01/20,FALSE
381,34,15/01/20,17/01/20,FALSE
382,6,16/01/20,17/01/20,FALSE
383,23,16/01/20,17/01/20,FALSE
384,25,16/01/20,17/01/20,FALSE
385,36,16/01/20,17/01/20,FALSE
386,26,16/01/20,17/01/20,FALSE
387,14,16/01/20,17/01/20,FALSE
388,32,16/01/20,17/01/20,FALSE
389,14,16/01/20,17/01/20,FALSE
390,29,16/01/20,17/01/20,FALSE
391,7,16/01/20,17/01/20,FALSE
392,10,16/01/20,17/01/20,TRUE
393,89,16/01/20,18/01/20,FALSE
394,2,16/01/20,18/01/20,FALSE
395,29,16/01/20,18/01/20,FALSE
396,14,16/01/20,18/01/20,FALSE
397,34,16/01/20,18/01/20,FALSE
398,10,16/01/20,18/01/20,FALSE
399,17,16/01/20,18/01/20,FALSE
400,8,16/01/20,18/01/20,FALSE
401,23,16/01/20,18/01/20,FALSE
402,69,16/01/20,18/01/20,FALSE
403,8,16/01/20,18/01/20,FALSE
404,8,17/01/20,18/01/20,FALSE
405,5,17/01/20,18/01/20,FALSE
406,28,17/01/20,18/01/20,FALSE
407,9,17/01/20,18/01/20,FALSE
408,13,17/01/20,18/01/20,TRUE
409,13,17/01/20,18/01/20,FALSE
410,8,17/01/20,18/01/20,FALSE
411,4,17/01/20,18/01/20,TRUE
412,33,17/01/20,18/01/20,FALSE
413,23,17/01/20,18/01/20,FALSE
414,2,17/01/20,20/01/20,FALSE
415,4,17/01/20,20/01/20,TRUE
416,46,17/01/20,20/01/20,FALSE
417,26,17/01/20,20/01/20,FALSE
418,27,17/01/20,20/01/20,FALSE
419,25,17/01/20,20/01/20,FALSE
420,13,17/01/20,20/01/20,FALSE
421,5,17/01/20,20/01/20,FALSE
422,25,17/01/20,20/01/20,TRUE
423,23,17/01/20,20/01/20,FALSE
424,8,17/01/20,20/01/20,FALSE
425,33,17/01/20,20/01/20,FALSE
426,12,17/01/20,20/01/20,FALSE
427,27,17/01/20,20/01/20,FALSE
428,10,17/01/20,20/01/20,FALSE
429,4,17/01/20,20/01/20,FALSE
430,83,18/01/20,20/01/20,FALSE
431,33,18/01/20,20/01/20,FALSE
432,24,18/01/20,20/01/20,FALSE
433,31,18/01/20,20/01/20,FALSE
434,28,18/01/20,20/01/20,FALSE
435,35,18/01/20,20/01/20,FALSE
436,3,18/01/20,20/01/20,FALSE
437,4,18/01/20,20/01/20,FALSE
438,14,18/01/20,20/01/20,FALSE
439,27,18/01/20,20/01/20,FALSE
440,18,18/01/20,20/01/20,FALSE
441,23,18/01/20,20/01/20,FALSE
442,31,18/01/20,20/01/20,TRUE
443,83,18/01/20,20/01/20,FALSE
444,33,18/01/20,20/01/20,FALSE
445,4,18/01/20,20/01/20,FALSE
446,37,18/01/20,20/01/20,FALSE
447,35,18/01/20,20/01/20,FALSE
448,34,18/01/20,20/01/20,FALSE
449,25,18/01/20,20/01/20,FALSE
450,31,18/01/20,20/01/20,TRUE
451,80,18/01/20,20/01/20,TRUE
452,18,18/01/20,20/01/20,FALSE
453,14,18/01/20,20/01/20,FALSE
454,29,18/01/20,20/01/20,FALSE
455,10,18/01/20,20/01/20,FALSE
456,63,18/01/20,20/01/20,FALSE
457,30,18/01/20,20/01/20,FALSE
458,8,18/01/20,20/01/20,FALSE
459,13,18/01/20,20/01/20,FALSE
460,25,18/01/20,20/01/20,FALSE
461,7,18/01/20,20/01/20,FALSE
462,35,18/01/20,20/01/20,FALSE
463,19,19/01/20,20/01/20,FALSE
464,69,19/01/20,20/01/20,FALSE
465,10,19/01/20,20/01/20,FALSE
466,14,19/01/20,20/01/20,FALSE
467,13,19/01/20,20/01/20,FALSE
468,17,19/01/20,21/01/20,FALSE
469,75,19/01/20,21/01/20,FALSE
470,29,19/01/20,21/01/20,FALSE
471,26,19/01/20,21/01/20,FALSE
472,35,19/01/20,21/01/20,FALSE
473,8,19/01/20,21/01/20,FALSE
474,35,19/01/20,21/01/20,FALSE
475,25,19/01/20,21/01/20,FALSE
476,60,19/01/20,21/01/20,FALSE
477,29,19/01/20,21/01/20,FALSE
478,20,19/01/20,21/01/20,FALSE
479,28,19/01/20,21/01/20,FALSE
480,30,19/01/20,21/01/20,FALSE
481,63,19/01/20,21/01/20,FALSE
482,1,19/01/20,21/01/20,FALSE
483,60,20/01/20,21/01/20,FALSE
484,25,20/01/20,21/01/20,FALSE
485,97,20/01/20,21/01/20,FALSE
486,20,20/01/20,21/01/20,TRUE
487,5,20/01/20,21/01/20,FALSE
488,19,20/01/20,21/01/20,FALSE
489,29,20/01/20,21/01/20,FALSE
490,30,20/01/20,21/01/20,FALSE
491,19,20/01/20,21/01/20,FALSE
492,24,20/01/20,21/01/20,FALSE
493,14,20/01/20,21/01/20,FALSE
494,63,20/01/20,21/01/20,FALSE
495,20,20/01/20,21/01/20,FALSE
496,4,20/01/20,21/01/20,FALSE
497,8,20/01/20,22/01/20,FALSE
498,6,20/01/20,22/01/20,FALSE
499,25,20/01/20,22/01/20,FALSE
500,24,20/01/20,22/01/20,FALSE
501,3,20/01/20,22/01/20,FALSE
502,32,20/01/20,22/01/20,FALSE
503,28,20/01/20,22/01/20,FALSE
504,34,20/01/20,22/01/20,FALSE
505,99,20/01/20,22/01/20,FALSE
506,9,20/01/20,22/01/20,FALSE
507,9,20/01/20,22/01/20,FALSE
508,99,20/01/20,22/01/20,FALSE
509,19,20/01/20,22/01/20,FALSE
510,46,20/01/20,22/01/20,FALSE
511,8,20/01/20,22/01/20,FALSE
512,24,20/01/20,22/01/20,TRUE
513,22,21/01/20,22/01/20,FALSE
514,69,21/01/20,22/01/20,FALSE
515,6,21/01/20,22/01/20,FALSE
516,31,21/01/20,22/01/20,FALSE
517,36,21/01/20,22/01/20,FALSE
518,63,21/01/20,22/01/20,FALSE
519,21,21/01/20,22/01/20,FALSE
520,13,21/01/20,22/01/20,FALSE
521,6,21/01/20,22/01/20,FALSE
522,20,21/01/20,22/01/20,FALSE
523,4,21/01/20,22/01/20,FALSE
524,34,21/01/20,22/01/20,FALSE
525,9,21/01/20,22/01/20,FALSE
526,4,21/01/20,22/01/20,FALSE
527,35,21/01/20,23/01/20,FALSE
528,9,21/01/20,23/01/20,TRUE
529,4,21/01/20,23/01/20,FALSE
530,13,21/01/20,23/01/20,TRUE
531,89,21/01/20,23/01/20,FALSE
532,4,21/01/20,23/01/20,FALSE
533,1,21/01/20,23/01/20,FALSE
534,26,21/01/20,23/01/20,FALSE
535,100,21/01/20,23/01/20,FALSE
536,29,22/01/20,23/01/20,FALSE
537,25,22/01/20,23/01/20,FALSE
538,23,22/01/20,23/01/20,FALSE
539,32,22/01/20,23/01/20,FALSE
540,29,22/01/20,23/01/20,FALSE
541,7,22/01/20,23/01/20,FALSE
542,6,22/01/20,23/01/20,FALSE
543,87,22/01/20,23/01/20,FALSE
544,32,22/01/20,23/01/20,FALSE
545,30,22/01/20,23/01/20,FALSE
546,11,22/01/20,23/01/20,FALSE
547,25,22/01/20,23/01/20,TRUE
548,28,22/01/20,23/01/20,FALSE
549,26,22/01/20,23/01/20,FALSE
550,34,22/01/20,23/01/20,FALSE
551,37,22/01/20,24/01/20,FALSE
552,27,22/01/20,24/01/20,FALSE
553,4,22/01/20,24/01/20,FALSE
554,28,22/01/20,24/01/20,FALSE
555,46,22/01/20,24/01/20,FALSE
556,4,22/01/20,24/01/20,FALSE
557,28,22/01/20,24/01/20,FALSE
558,29,22/01/20,24/01/20,FALSE
559,31,22/01/20,24/01/20,FALSE
560,11,22/01/20,24/01/20,FALSE
561,37,22/01/20,24/01/20,FALSE
562,22,22/01/20,24/01/20,FALSE
563,39,22/01/20,24/01/20,FALSE
564,94,23/01/20,24/01/20,FALSE
565,10,23/01/20,24/01/20,FALSE
566,1,23/01/20,24/01/20,FALSE
567,37,23/01/20,24/01/20,FALSE
568,19,23/01/20,24/01/20,FALSE
569,89,23/01/20,24/01/20,FALSE
570,75,23/01/20,24/01/20,FALSE
571,22,23/01/20,24/01/20,FALSE
572,13,23/01/20,24/01/20,FALSE
573,80,23/01/20,24/01/20,FALSE
574,15,23/01/20,24/01/20,FALSE
575,1,23/01/20,24/01/20,FALSE
576,14,23/01/20,24/01/20,FALSE
577,16,23/01/20,24/01/20,FALSE
578,29,23/01/20,24/01/20,FALSE
579,9,23/01/20,24/01/20,FALSE
580,27,23/01/20,24/01/20,FALSE
581,61,23/01/20,24/01/20,FALSE
582,4,23/01/20,24/01/20,FALSE
583,6,23/01/20,24/01/20,FALSE
584,34,23/01/20,24/01/20,FALSE
585,23,23/01/20,25/01/20,FALSE
586,25,23/01/20,25/01/20,FALSE
587,69,23/01/20,25/01/20,FALSE
588,9,23/01/20,25/01/20,FALSE
589,34,23/01/20,25/01/20,FALSE
590,8,23/01/20,25/01/20,FALSE
591,6,23/01/20,25/01/20,FALSE
592,15,23/01/20,25/01/20,FALSE
593,5,23/01/20,25/01/20,FALSE
594,36,24/01/20,25/01/20,FALSE
595,30,24/01/20,25/01/20,FALSE
596,11,24/01/20,25/01/20,FALSE
597,90,24/01/20,25/01/20,FALSE
598,37,24/01/20,25/01/20,FALSE
599,33,24/01/20,25/01/20,FALSE
600,13,24/01/20,25/01/20,FALSE
601,18,24/01/20,25/01/20,FALSE
602,3,24/01/20,25/01/20,FALSE
603,75,24/01/20,25/01/20,FALSE
604,33,24/01/20,25/01/20,FALSE
605,30,24/01/20,27/01/20,FALSE
606,10,24/01/20,27/01/20,FALSE
607,20,24/01/20,27/01/20,FALSE
608,26,24/01/20,27/01/20,FALSE
609,9,24/01/20,27/01/20,FALSE
610,13,24/01/20,27/01/20,FALSE
611,16,24/01/20,27/01/20,FALSE
612,37,24/01/20,27/01/20,FALSE
613,7,24/01/20,27/01/20,FALSE
614,60,24/01/20,27/01/20,FALSE
615,31,24/01/20,27/01/20,FALSE
616,33,24/01/20,27/01/20,FALSE
617,5,25/01/20,27/01/20,FALSE
618,80,25/01/20,27/01/20,FALSE
619,15,25/01/20,27/01/20,FALSE
620,14,25/01/20,27/01/20,FALSE
621,31,25/01/20,27/01/20,FALSE
622,25,25/01/20,27/01/20,FALSE
623,99,25/01/20,27/01/20,FALSE
624,34,25/01/20,27/01/20,FALSE
625,8,25/01/20,27/01/20,FALSE
626,30,25/01/20,27/01/20,FALSE
627,23,25/01/20,27/01/20,FALSE
628,74,25/01/20,27/01/20,FALSE
629,36,25/01/20,27/01/20,FALSE
630,19,25/01/20,27/01/20,FALSE
631,6,25/01/20,27/01/20,FALSE
632,75,25/01/20,27/01/20,FALSE
633,36,25/01/20,27/01/20,FALSE
634,15,25/01/20,27/01/20,TRUE
635,4,25/01/20,27/01/20,FALSE
636,8,25/01/20,27/01/20,FALSE
637,72,25/01/20,27/01/20,FALSE
638,11,25/01/20,27/01/20,FALSE
639,19,25/01/20,27/01/20,FALSE
640,87,25/01/20,27/01/20,FALSE
641,34,25/01/20,27/01/20,FALSE
642,60,26/01/20,27/01/20,FALSE
643,36,26/01/20,27/01/20,FALSE
644,31,26/01/20,27/01/20,FALSE
645,60,26/01/20,27/01/20,FALSE
646,2,26/01/20,27/01/20,FALSE
647,89,26/01/20,27/01/20,FALSE
648,16,26/01/20,27/01/20,FALSE
649,28,26/01/20,27/01/20,FALSE
650,13,26/01/20,27/01/20,FALSE
651,80,26/01/20,27/01/20,FALSE
652,37,26/01/20,27/01/20,FALSE
653,37,26/01/20,27/01/20,FALSE
654,69,26/01/20,27/01/20,FALSE
655,6,26/01/20,27/01/20,FALSE
656,19,26/01/20,27/01/20,FALSE
657,9,26/01/20,27/01/20,FALSE
658,36,26/01/20,28/01/20,FALSE
659,15,26/01/20,28/01/20,FALSE
660,31,26/01/20,28/01/20,FALSE
661,97,26/01/20,28/01/20,FALSE
662,20,26/01/20,28/01/20,FALSE
663,15,26/01/20,28/01/20,FALSE
